ID,FULL_NAME,AGE,GENDER,COUNTRY,CREDIT_LIMIT,CUSTOMER_LIFETIME_VALUE
CUST_irYAuwiqyH,Max Schmidt,43,MALE,GERMANY,551,8493
CUST_ZJ6XzEAiy_,Gabriela Ramírez,49,FEMALE,COLOMBIA,351,9387
CUST_3iQ6K-6TqE,Martim Santos,28,MALE,PORTUGAL,651,16728
CUST_7_3M0tFb8P,Tomás Muñoz,39,MALE,CHILE,1130,53716
CUST_0mD_T@Ol-t,Sergio Gómez,60,MALE,SPAIN,1537,32796
CUST_HXXLlNcOKb,María Hernández,40,FEMALE,MEXICO,3073,152554
CUST_q-XAV-ZHjE,Liam Tremblay,33,MALE,CANADA,468,3095
CUST_OzlvRq46Q9,João Sousa,51,MALE,PORTUGAL,1491,6949
CUST_Z3yHzsbkZg,Emma Bakker,58,FEMALE,NETHERLANDS,3083,80044
CUST_Nxh94C9T@U,Luis García,52,MALE,MEXICO,1347,63862
CUST_7xoEvV6aqH,Margarida Ferreira,41,FEMALE,PORTUGAL,1805,42525
CUST_FyhrN5ckNj,Lotte de Jong,52,FEMALE,NETHERLANDS,1336,46159
CUST_T7Pxmhr56K,Miguel González,57,MALE,MEXICO,6898,262033
CUST_@Ew@TuvP_4,Sophia Johnson,57,FEMALE,UNITED STATES,328,9424
CUST_WvCD@d7YcF,Paulina Ramírez,43,FEMALE,MEXICO,4368,77330
CUST_0fH6TsHhVb,Jules Dubois,37,MALE,FRANCE,840,15135
CUST_WxXfr7So7q,Julia Oliveira,29,FEMALE,BRAZIL,9612,138642
CUST_yddAnOauXg,Arthur Williams,48,MALE,UNITED KINGDOM,1913,30054
CUST_eCJ2G7aUv2,Sophie Becker,51,FEMALE,GERMANY,2699,26523
CUST_nQ8RWsF306,James Thomas,62,MALE,UNITED STATES,1611,23893
CUST_01t2GKDmXf,Rafael Lima,49,MALE,BRAZIL,6784,109508
CUST_Hqn8Q0EJpT,Alessandro Ricci,49,MALE,ITALY,977,24050
CUST_JqOSRmerkE,Grace Tremblay,49,FEMALE,CANADA,26420,694604
CUST_bl11YwS6X2,Emma Bianchi,52,FEMALE,ITALY,15558,671423
CUST_AOOGTtmU7h,Paula López,45,FEMALE,SPAIN,3359,72359
CUST_EpTFxIVymc,Pedro Alves,49,MALE,BRAZIL,2270,108533
CUST_2bXNN-8HSE,Andrew Miller,33,MALE,UNITED STATES,1592,20903
CUST_PfeAtU4IRq,Lucas García,40,MALE,ARGENTINA,902,21011
CUST_neo9LS87_b,Noah Becker,43,MALE,GERMANY,1127,49160
CUST_-zK1SMwZyI,Elias Müller,48,MALE,GERMANY,8317,295254
CUST_QMFY@ojgNd,Sergio Moreno,62,MALE,SPAIN,4513,109439
CUST_csKK5dUiee,Diego Moreno,68,MALE,SPAIN,2081,2474
CUST_tdBZDh6MbH,María Pérez,62,FEMALE,MEXICO,3661,47714
CUST_h2pKxh6O6f,Larissa Ferreira,44,FEMALE,BRAZIL,850,12776
CUST_bUM7Nyb1Ws,Paula Martínez,57,FEMALE,SPAIN,722,9041
CUST_c6XTH2iI_S,Sofía Martínez,42,FEMALE,COLOMBIA,577,20683
CUST_StXPV2WwBR,Benjamín Díaz,45,MALE,CHILE,1152,46550
CUST_RL19hpb5K7,Guadalupe García,49,FEMALE,MEXICO,1880,52184
CUST_1x4mWrmtWo,Léa Petit,36,FEMALE,FRANCE,3076,122729
CUST_nbYU-f9llN,Bruno Rodrigues,49,MALE,BRAZIL,5161,154076
CUST_r1l7ndqAIw,Martim Pereira,51,MALE,PORTUGAL,4423,164526
CUST_KLfqqzLZn1,Lucía Rodríguez,50,FEMALE,ARGENTINA,1606,19545
CUST_@CcJRrG2_p,Ava Taylor,61,FEMALE,UNITED STATES,3583,86468
CUST_wzoO_Czx_h,Finn Meijer,57,MALE,NETHERLANDS,2840,108201
CUST_a9YQyvrmwZ,Emilia Díaz,55,NON-BINARY,CHILE,1233,50967
CUST_ruTSXLK_Rv,Emma López,48,FEMALE,SPAIN,3335,162318
CUST_bAZDOsdHiC,Liam Smith,42,MALE,CANADA,763,22220
CUST_UkiYr5Yb0r,Logan Smith,52,MALE,CANADA,1064,40208
CUST_nqBbHKh3GH,Antonia Rojas,45,FEMALE,CHILE,2756,23782
CUST_1eVhE3aP-r,Matheus Oliveira,54,MALE,BRAZIL,1063,21844
CUST_-fNk-w8j0H,Hugo Bernard,47,MALE,FRANCE,1321,35809
CUST_DMEOrJ_o0s,Santiago Silva,52,MALE,CHILE,2714,103143
CUST_@LNr1cHT1A,Inès Thomas,24,FEMALE,FRANCE,8381,150184
CUST_CYsG2Om9G9,Paul Schneider,47,MALE,GERMANY,1078,13311
CUST_F1l7d6Y52Q,Joseph Thomas,57,MALE,UNITED STATES,2175,41244
CUST_gWHEiYjhHZ,Amelia Roy,42,FEMALE,CANADA,1819,77416
CUST_rqAZYuVYQy,Camila Huamán,46,FEMALE,PERU,3476,76317
CUST_bmZzN-iPFJ,Santiago Pérez,52,MALE,COLOMBIA,743,2319
CUST_ohlq3@tDkd,Amelia Brown,43,FEMALE,CANADA,2130,13520
CUST_MSVNom3dvA,Bram Janssen,50,MALE,NETHERLANDS,1782,8647
CUST_8C7a8cMUE9,Pablo Gómez,50,MALE,SPAIN,3440,98619
CUST_OW6yS3YLpO,Fernanda Sánchez,41,FEMALE,MEXICO,312,9147
CUST_nul3rmyDYl,Nicolás Sánchez,46,MALE,ARGENTINA,491,5488
CUST_UmmCZSEjdY,Lucas Rodrigues,50,MALE,BRAZIL,1408,43800
CUST_vfpdOSAHlR,Bruno Santos,42,MALE,BRAZIL,5823,27237
CUST_dsQBezJWRw,George Davies,63,MALE,UNITED KINGDOM,1241,56103
CUST_8GRZYl7REm,Harper Smith,60,FEMALE,UNITED STATES,25268,376546
CUST_k3uy4FkIl6,Charlotte Anderson,47,FEMALE,UNITED STATES,340,3997
CUST_iCGP3kCwng,Diego Martínez,41,MALE,ARGENTINA,5534,201162
CUST_wdrJBTUbkn,Liam Roy,56,NON-BINARY,CANADA,3771,171094
CUST_TR0UVhbmir,Daniel Brown,65,MALE,UNITED STATES,1866,66525
CUST_JQurt_4rRR,Andrea García,31,FEMALE,MEXICO,5774,269141
CUST_DDD4vZRApz,Luciana Sánchez,56,FEMALE,COLOMBIA,1517,31446
CUST_DLwyLC9nO1,Emma Johnson,52,FEMALE,UNITED STATES,1094,24985
CUST_qBTIeV@Tmy,Leonie Hoffmann,46,FEMALE,GERMANY,5358,250206
CUST_@jOqq_EDkM,Alejandro García,44,MALE,MEXICO,1378,50063
CUST_6hLDC0R5F1,John Miller,39,MALE,UNITED STATES,2063,9821
CUST_hWKJQGUkBV,Louis Durand,51,MALE,FRANCE,1620,29017
CUST_Y6LL7fkhoK,Amanda Santos,51,FEMALE,BRAZIL,1931,41163
CUST_PdpbEhRA8R,Sofia Russo,45,FEMALE,ITALY,630,3873
CUST_fw0m_3hMyN,Emma van Dijk,30,FEMALE,NETHERLANDS,1029,48913
CUST_N@wHsVyuRf,Léa Petit,49,FEMALE,FRANCE,2299,110286
CUST_JU_ZB3Ke04,Amanda Rodrigues,58,FEMALE,BRAZIL,2128,14825
CUST_KikTXd04Qy,Leon Schneider,66,MALE,GERMANY,1515,66360
CUST_yTxaZGPhlT,Daniel Anderson,52,MALE,UNITED STATES,2318,29687
CUST_w1e01ilaWK,Santiago Romero,50,MALE,ARGENTINA,1526,47561
CUST_cFEj5uyqpn,Camila García,49,FEMALE,ARGENTINA,680,2754
CUST_Iy0w1CGhHe,Sophie Schmidt,56,FEMALE,GERMANY,1367,29014
CUST_ZuNr1FR46u,Jorge López,43,MALE,MEXICO,691,2103
CUST_f-wD4H24yv,Jules Petit,39,MALE,FRANCE,1700,58356
CUST_BrTzFecNx6,Harper Johnson,49,FEMALE,UNITED STATES,1864,64289
CUST_ftIEJZOhXT,Jorge Sánchez,57,MALE,PERU,3874,23293
CUST_H39wDMkvlo,Thomas Wilson,58,MALE,UNITED KINGDOM,2931,31224
CUST_WMbUGJtaW@,Isidora Muñoz,63,FEMALE,CHILE,7250,361032
CUST_w8@lNCzCHq,Lily Anderson,50,FEMALE,CANADA,2055,62730
CUST_kMxZI0Megj,Larissa Lima,51,FEMALE,BRAZIL,2466,46939
CUST_hmwoDB46aZ,Tomás Ferreira,50,MALE,PORTUGAL,962,19513
CUST_Z2avenBTLj,Oliver Jones,31,MALE,UNITED KINGDOM,1729,76409
CUST_ecuWE2w2cY,Louis Richard,35,MALE,FRANCE,1529,29204
CUST_rZYtsW6qL0,Marco Bianchi,60,MALE,ITALY,1159,36549
CUST_bRWXw5Tgia,Grace Thomas,61,FEMALE,CANADA,1668,28302
CUST_WbvwOywqWG,Joseph Moore,66,MALE,UNITED STATES,1560,5667
CUST_KC64KGTnkj,Adrián López,53,MALE,SPAIN,658,5489
CUST_2EQ6BFSphs,Ethan Robert,69,MALE,FRANCE,3365,45094
CUST_JdORCW1w3M,Lucía Martínez,46,FEMALE,SPAIN,591,27649
CUST_zBakcfDxRW,Mariana Costa,58,FEMALE,BRAZIL,841,33881
CUST_QVBtAMIGCS,Samuel López,57,MALE,COLOMBIA,761,27246
CUST_eULfDxGKxq,Samuel Hernández,50,MALE,COLOMBIA,3650,22244
CUST_bRZcQH_GOm,Manon Robert,47,FEMALE,FRANCE,3572,100521
CUST_Ws9U47CF9u,Ben Hoffmann,39,MALE,GERMANY,3397,80927
CUST_-rF1zHNjcu,Isabella Pérez,57,FEMALE,COLOMBIA,816,39875
CUST_FjNb8TCNqI,Laura Fischer,50,FEMALE,GERMANY,3217,45743
CUST_sNgWucd2RL,Noah Smith,50,MALE,UNITED KINGDOM,208,7778
CUST_U01m6LuC5P,João Lima,38,MALE,BRAZIL,4511,3663
CUST_itrI8RKdk5,Paul Becker,61,MALE,GERMANY,2699,108884
CUST_uA-zpc-a8q,Margarida Fernandes,69,FEMALE,PORTUGAL,5041,176706
CUST_djWNdU_q_u,Léa Bernard,45,FEMALE,FRANCE,815,13332
CUST_ChEeSmZV8Q,Ginevra Greco,45,FEMALE,ITALY,11666,270985
CUST_Eaqpd_1XtZ,Julia Janssen,61,FEMALE,NETHERLANDS,2073,82881
CUST_K2yulMXAj7,Arthur Petit,55,MALE,FRANCE,5720,108974
CUST_lgjL-gg0Mo,Anna Janssen,49,FEMALE,NETHERLANDS,658,26174
CUST_LcM9QXa8O@,Lucía García,59,FEMALE,SPAIN,2768,12988
CUST_ynfbKPM6JS,Daniela Flores,51,FEMALE,PERU,1228,55949
CUST_r7bZHExQ4d,Sophie Weber,53,FEMALE,GERMANY,3790,88756
CUST_r-ekaV_Ozs,Marie Hoffmann,55,FEMALE,GERMANY,2316,110291
CUST_5IUIBZ8Ymi,João Rodrigues,46,MALE,BRAZIL,7197,310605
CUST_9mVSpVfk@5,Camila Romero,47,FEMALE,ARGENTINA,4188,43856
CUST_IMApPbJQ5r,Laura Torres,58,FEMALE,COLOMBIA,636,13618
CUST_nksoZ@Vcnq,Emma Jansen,51,FEMALE,NETHERLANDS,765,27641
CUST_-k9LMfP_7T,Josefina Muñoz,37,FEMALE,CHILE,3635,152299
CUST_TC-9pXMdX3,Lucas Richard,40,MALE,FRANCE,1762,38893
CUST_pS2yFwEST7,Valentina Rodríguez,44,FEMALE,ARGENTINA,7374,306169
CUST_kZU8eCRyn-,Louis Thomas,53,MALE,FRANCE,2846,23370
CUST_9_E5WffDkZ,Emma Ricci,44,FEMALE,ITALY,1966,7102
CUST_nK@9ylWaCI,Robert Brown,42,MALE,UNITED STATES,2066,44388
CUST_QKG9nbu7xm,Tiago Ferreira,55,MALE,PORTUGAL,1153,7690
CUST_jSAY74Vein,Sofía López,59,FEMALE,MEXICO,874,16568
CUST_AqrSTI7KGv,Louise Laurent,29,FEMALE,FRANCE,2633,56054
CUST_WvFU4HiknG,Ethan Moreau,52,MALE,FRANCE,917,22353
CUST_ea9gEh1ZNU,Gustavo Lima,48,MALE,BRAZIL,225,7465
CUST_yv-8yByGGp,Emma Wilson,52,FEMALE,UNITED STATES,4678,33724
CUST_iTC99cyOg8,Lucas Oliveira,37,MALE,BRAZIL,1366,23317
CUST_o5lF-faECw,Bram Smit,29,MALE,NETHERLANDS,1894,45627
CUST_HIRUcvq3T0,David Thomas,61,MALE,UNITED STATES,857,565
CUST_AQSVMsOU1E,Sofía Ramírez,41,FEMALE,MEXICO,5617,221354
CUST_UJh33FNKlX,Renata Rojas,53,FEMALE,PERU,1322,25915
CUST_t5d0U7q5EY,Jack Taylor,34,MALE,UNITED KINGDOM,2356,2862
CUST_yXOi7S7qT@,Mason MacDonald,65,MALE,CANADA,2847,16326
CUST_KLOd5GCjje,Pablo Hernández,55,MALE,SPAIN,1968,95194
CUST_h_fG5fbgQc,Marie Hoffmann,39,FEMALE,GERMANY,705,14085
CUST_NoEFZtW6kH,Hannah Wagner,44,FEMALE,GERMANY,602,7001
CUST_mabfn0ipYA,Sophie Schneider,51,FEMALE,GERMANY,667,5744
CUST_1n19s5ofXV,Ana Fernandes,59,FEMALE,PORTUGAL,690,23133
CUST_yvg6aGO3Si,Camila Huamán,48,FEMALE,PERU,1465,53994
CUST_m30g35G0Wu,Felipe Oliveira,56,MALE,BRAZIL,1712,24410
CUST_-2sDuTZmrR,Lucía García,55,FEMALE,PERU,1754,41300
CUST_BTBfRr3_oQ,Camila Oliveira,45,FEMALE,BRAZIL,618,15232
CUST_nd8ToiUG3i,Ava Thomas,50,FEMALE,UNITED STATES,821,33048
CUST_a_XWQlSQtD,Daniela Pérez,46,FEMALE,MEXICO,1402,41635
CUST_juXTACEUkA,Beatriz Alves,44,FEMALE,BRAZIL,919,8341
CUST_LGwWBViZyn,Lily MacDonald,46,FEMALE,CANADA,279,4362
CUST_oXZiIX7Pvs,Isla Jones,32,FEMALE,UNITED KINGDOM,1166,30887
CUST_oGLkv276fa,Carlos Ramírez,62,MALE,MEXICO,471,3207
CUST_XQkbZmVi8o,Leonie Müller,49,FEMALE,GERMANY,4602,191112
CUST_06iBZF@Yy4,Nathan Richard,34,MALE,FRANCE,3873,100136
CUST_HexP-ioDhJ,Valeria González,50,FEMALE,MEXICO,1869,40899
CUST_L6b2@QrTMb,Felix Fischer,44,MALE,GERMANY,3739,178362
CUST_ERbnH4Fdmd,Santiago Huamán,59,MALE,PERU,1161,7510
CUST_iLsyX833KR,Jules Bernard,48,MALE,FRANCE,710,12687
CUST_av9c065X7s,Camila López,51,FEMALE,PERU,381,8507
CUST_eeqd3bhzgU,Sophia Anderson,74,FEMALE,CANADA,10179,396920
CUST_G7jVjLNGdk,Nathan Moreau,33,MALE,FRANCE,4482,27874
CUST_7rdBqoobWv,Jack Evans,64,MALE,UNITED KINGDOM,6003,48431
CUST_sufB_LPY64,Gabriel Robert,54,MALE,FRANCE,999,49185
CUST_geTdoVzpp8,Alejandro Flores,39,MALE,MEXICO,6913,271333
CUST_wlbukqvTmO,Arthur Martin,46,MALE,FRANCE,3017,25063
CUST_L5zVE0sY2a,Paulina López,46,FEMALE,MEXICO,2887,39904
CUST_lKz9p4rOs7,Carlos Sánchez,47,MALE,PERU,612,14549
CUST_k6nppldMno,Daniel García,51,MALE,SPAIN,679,2040
CUST_B__Ltbo99v,Gustavo Rodrigues,46,MALE,BRAZIL,3714,37272
CUST_HHiovU5ENt,Emma López,49,FEMALE,SPAIN,869,31566
CUST_HSwyJ22ox4,Louis Dubois,45,MALE,FRANCE,1492,41358
CUST_cxbqtcDYOY,Chloé Petit,57,FEMALE,FRANCE,3843,8725
CUST_@KmH9oTT2l,Nathan Moreau,51,MALE,FRANCE,584,17758
CUST_JzB9w2ix1v,Diego Costa,47,MALE,BRAZIL,1834,9695
CUST_4@77P@0Ykl,Rose Moreau,40,FEMALE,FRANCE,9847,167033
CUST_d8yR6M_wdq,Claudia Pérez,52,FEMALE,SPAIN,3226,122110
CUST_grv5ln0pr2,Luis Hernández,58,MALE,MEXICO,510,9557
CUST_owGdUz4@lw,Felipe Souza,50,MALE,BRAZIL,2174,65963
CUST_ITcASuYPEN,María Martínez,62,FEMALE,SPAIN,1999,41164
CUST_tJ21O5SqtO,Matheus Alves,58,MALE,BRAZIL,1604,38414
CUST_fXr@qWDINM,Lukas Schneider,57,MALE,GERMANY,767,23814
CUST_3q6DMud7VZ,Noah Jones,42,MALE,UNITED KINGDOM,552,2048
CUST_mO@@Ws-dsp,Juan Sánchez,29,MALE,MEXICO,4712,24188
CUST_eVRhj6a_Qf,Lea Hoffmann,37,FEMALE,GERMANY,7513,168536
CUST_n51r8o96J7,Lucía López,39,FEMALE,PERU,7316,196334
CUST_R@Vc697VMr,Andrew Smith,38,MALE,UNITED STATES,3121,97576
CUST_0ZnTG1ZfYq,Leon Wagner,52,MALE,GERMANY,6830,97575
CUST_KRKc-7OPaa,Lucía García,47,FEMALE,SPAIN,1082,48804
CUST_HAI3-SzjMS,Diego Santos,31,MALE,BRAZIL,1410,29667
CUST_Gl_v_E2dSc,Bruno Ferreira,53,MALE,BRAZIL,3314,147814
CUST_i6nuCJrnR1,Daniela Huamán,48,FEMALE,PERU,4733,49937
CUST_n2FPc24g5s,Daniel Díaz,41,MALE,SPAIN,295,11084
CUST_@chFzq84_W,Paulina González,47,FEMALE,MEXICO,3933,54366
CUST_69qu8hEC71,Leandro González,45,MALE,ARGENTINA,2275,58837
CUST_E5EKygL9P8,Joaquín Fernández,66,MALE,ARGENTINA,835,18830
CUST_Xdf2TShkl5,Andrew Davis,40,MALE,UNITED STATES,235,10044
CUST_q4Um0Z-WNO,Anthony Davis,51,MALE,UNITED STATES,654,5677
CUST_IUEtREvuzC,Matheus Oliveira,42,MALE,BRAZIL,2924,70590
CUST_eKeuG42S1t,Harry Evans,54,MALE,UNITED KINGDOM,701,14207
CUST_spoRKbCx0v,Martina Romano,45,FEMALE,ITALY,717,18568
CUST_z_yuKCSa-P,Sophie Müller,24,FEMALE,GERMANY,781,20273
CUST_VLh__zmXYC,Emily Taylor,58,FEMALE,UNITED STATES,2128,59903
CUST_mut6t81CTi,Benjamín Soto,41,MALE,CHILE,31040,1520775
CUST_v7f6Wrf_W6,Matheus Pereira,46,MALE,BRAZIL,2757,131663
CUST_R5hgiPWCFU,Felix Müller,46,MALE,GERMANY,1564,65175
CUST_7WSlzwBQ-j,Julia Oliveira,53,FEMALE,BRAZIL,485,16839
CUST_O@Cjc1myX3,Carolina Lima,53,FEMALE,BRAZIL,529,16220
CUST_MQ3QfzLAPI,Arthur Robert,45,MALE,FRANCE,1142,36205
CUST_w9yz5OIJ1i,Emma Schäfer,40,FEMALE,GERMANY,1939,80554
CUST_puOx6jsS5Y,Sophia Smith,49,FEMALE,UNITED STATES,396,9412
CUST_j6Qfy-NOop,Guadalupe Pérez,45,FEMALE,MEXICO,1036,17452
CUST_JwRWLtn1@Q,Sofía Hernández,58,FEMALE,MEXICO,2289,25192
CUST_8D7ukqX_vv,Diego Pérez,57,MALE,MEXICO,2020,32464
CUST_L9ZWM5@yZp,Emma Robert,44,FEMALE,FRANCE,4696,53986
CUST_IG2EA9@0ix,Arthur Robert,35,MALE,FRANCE,1751,52009
CUST_qZSWqnCcll,Grace Brown,53,FEMALE,CANADA,4285,57572
CUST_Yt4BcFGHLI,Larissa Santos,50,FEMALE,BRAZIL,2965,122009
CUST_eyJ5lXPzs3,Camila Morales,22,FEMALE,CHILE,1541,62677
CUST_iVyignyySg,Lina Wagner,46,FEMALE,GERMANY,1350,38960
CUST_T7HPC08XpX,Alice Marino,49,FEMALE,ITALY,1930,85974
CUST_f6fdSU2LHN,Lucía Martínez,56,FEMALE,ARGENTINA,2161,63745
CUST_X5lw-Vcln@,Lucía González,46,FEMALE,ARGENTINA,5177,154607
CUST_86NQ5WFaeF,Andrés Rodríguez,55,MALE,COLOMBIA,2650,68523
CUST_OMgb1Ti4IY,Lea Hoffmann,46,FEMALE,GERMANY,29349,237355
CUST_oN97SHKH@C,Louis Bernard,41,MALE,FRANCE,4132,80747
CUST_xuQSEYqxS7,Adam Thomas,46,MALE,FRANCE,4089,29720
CUST_fNxSCncGCY,Felix Fischer,65,MALE,GERMANY,3492,10351
CUST_D0frukNhy_,David Miller,51,MALE,UNITED STATES,796,19220
CUST_pe68O5Ouz6,Finn Meyer,53,MALE,GERMANY,840,40064
CUST_L91SlwiPj_,Adam Petit,48,MALE,FRANCE,1748,12361
CUST_EY-4lHewxK,Noah Müller,52,MALE,GERMANY,210,6242
CUST_KVKAyLLn8e,Gustavo Santos,55,MALE,BRAZIL,542,18627
CUST_miF33Mlig@,Noah Thomas,39,MALE,FRANCE,664,23744
CUST_ivdtRw2FTQ,Rafael Silva,53,MALE,BRAZIL,1939,80951
CUST_Dq1GDKSW@f,Milan Jansen,62,MALE,NETHERLANDS,1360,56091
CUST_OB6L3EIyI1,Julia Hernández,48,FEMALE,SPAIN,3286,8140
CUST_TcosfpgsPx,Afonso Fernandes,56,MALE,PORTUGAL,2308,21780
CUST_9FqKxl6K7d,Florencia Fernández,52,FEMALE,ARGENTINA,1514,12709
CUST_sJwlCg_Rn9,Max Schäfer,52,MALE,GERMANY,652,24148
CUST_OpD9ntGPgv,Ana Pérez,42,FEMALE,MEXICO,3651,108332
CUST_kGY8dHz0md,Lina Meyer,57,FEMALE,GERMANY,521,1054
CUST_IVHbUPLvBk,Leon Müller,36,MALE,GERMANY,1198,19288
CUST_KGNyfEQ11C,Alice Ricci,34,FEMALE,ITALY,2185,87197
CUST_x7ZShAsBqI,David Miller,53,MALE,UNITED STATES,356,17652
CUST_TdDBFkl_cE,Emma Brown,53,FEMALE,CANADA,536,21179
CUST_I98DLk8BZG,José Sánchez,52,MALE,MEXICO,673,21610
CUST_QrKGXbroMh,Emma Müller,54,FEMALE,GERMANY,855,22320
CUST_5p-i@t8jOW,Amelia Davis,65,FEMALE,UNITED STATES,3412,4830
CUST_@8g7lgcKmS,Julia Oliveira,52,FEMALE,BRAZIL,5764,44363
CUST_xh-_zAVP6o,Inès Moreau,42,FEMALE,FRANCE,1890,34058
CUST_JgFqfu0byB,Miguel López,42,MALE,MEXICO,5485,47387
CUST_cp-7wIUoHC,Michael Smith,52,MALE,UNITED STATES,5434,241410
CUST_xg8Eb@WAV-,Pedro Rodrigues,37,MALE,BRAZIL,4186,46546
CUST_N0kxu1NCw@,Sophia Anderson,53,FEMALE,UNITED STATES,974,17115
CUST_@LCJuUXgwy,Freya Davies,44,FEMALE,UNITED KINGDOM,927,12699
CUST_FOFYFNbZKu,Mia Brown,56,FEMALE,UNITED STATES,4517,184807
CUST_RSF9qk4MUN,Pablo Ruiz,28,MALE,SPAIN,2322,107592
CUST_6TjddjOTo4,Larissa Ferreira,52,FEMALE,BRAZIL,1164,21388
CUST_XGZJf9S5eU,Julia García,55,FEMALE,SPAIN,2906,98113
CUST_QgP5o1LeuW,Guadalupe Ramírez,42,FEMALE,MEXICO,4652,69507
CUST_2HIpH5yJI3,Mia Becker,33,FEMALE,GERMANY,927,39789
CUST_@VB@rCJQ8P,Tomás Pérez,50,MALE,ARGENTINA,1855,45196
CUST_pDnqKBJ9zY,Pedro López,58,MALE,PERU,1002,41380
CUST_5im58CHtSa,Daniel García,50,MALE,PERU,205,5997
CUST_I75DLVs5DT,Laura Hernández,23,FEMALE,COLOMBIA,3141,14790
CUST_PU9ueVW7BL,Pablo Martínez,49,MALE,SPAIN,390,17224
CUST_hxn4c3mKLP,Sofía Sánchez,44,FEMALE,ARGENTINA,992,45871
CUST__LTeZBunI@,Amanda Souza,44,FEMALE,BRAZIL,3946,110833
CUST_fFzYY45DsO,Emma Laurent,58,FEMALE,FRANCE,335,5626
CUST_Y4iHaq2pM7,Ángel Pérez,43,MALE,MEXICO,3875,46845
CUST_mg3tQrYhTy,Max Becker,34,MALE,GERMANY,2295,111269
CUST_BWtjN33K0O,Isabella González,49,FEMALE,COLOMBIA,1386,63094
CUST_tIqiBlSaB@,John Smith,52,MALE,UNITED STATES,1775,62668
CUST_mSmC096kGE,Guadalupe Flores,47,FEMALE,MEXICO,1172,52657
CUST_i8o9umof4u,Emma Laurent,37,FEMALE,FRANCE,8287,203412
CUST_AWd59Oef4C,Joseph Smith,44,MALE,UNITED STATES,2990,92866
CUST_9Ix-jEvrZ0,Martina López,51,FEMALE,ARGENTINA,2754,123865
CUST_CCoefe_M1O,Noah Schmidt,53,MALE,GERMANY,3019,57561
CUST_8LqAget90-,Maria Ferreira,46,FEMALE,BRAZIL,1396,62415
CUST_13dbGJ3H5H,Anna Becker,57,FEMALE,GERMANY,21350,418266
CUST_zmpK5-ziGD,Javier Ruiz,45,MALE,SPAIN,3369,66055
CUST_n1GBGmSlz0,Valeria Pérez,35,FEMALE,SPAIN,785,27982
CUST_zahUWucFqh,Tommaso Colombo,42,MALE,ITALY,2587,47140
CUST_KMUckaLSGF,Miguel Fernandes,40,MALE,PORTUGAL,358,451
CUST_zcpu-c4v_r,Ava Taylor,65,FEMALE,CANADA,5901,75471
CUST_XwfR02_jd2,Charlotte Thomas,52,FEMALE,UNITED STATES,652,3657
CUST_90lIlenTc9,Sofía Martínez,56,FEMALE,MEXICO,1449,26848
CUST_-dSAIOl8yj,Luis Torres,41,MALE,MEXICO,11721,83784
CUST_lRGojlrKfN,Beatriz Ferreira,45,FEMALE,BRAZIL,2959,106655
CUST_BLdsBBGvWr,Nicolás Sánchez,53,MALE,ARGENTINA,561,25105
CUST_M4XDXBabXq,Emma Davis,47,FEMALE,UNITED STATES,2924,51459
CUST_GIQJ8AgHwq,Andrea Marino,61,MALE,ITALY,1063,30377
CUST_nXImxXJ2bR,Amelia Miller,47,FEMALE,UNITED STATES,395,9310
CUST_G82zhhbkGX,Luis Hernández,47,MALE,MEXICO,2224,49937
CUST_HIfKU-Fo4y,Arthur Davies,55,MALE,UNITED KINGDOM,1603,59034
CUST_8GtI-lKQW7,Gustavo Lima,46,NON-BINARY,BRAZIL,1081,4740
CUST_rnwpi-@9_m,Fernanda González,55,FEMALE,MEXICO,999,23235
CUST_heF4l2W@hD,Luis Ramírez,45,MALE,MEXICO,2136,33565
CUST_y8xBEd49Sr,Camila Santos,63,FEMALE,BRAZIL,4889,116317
CUST_Dm9BCfbgKN,Andrew Thomas,48,MALE,UNITED STATES,1187,13679
CUST_8DBLGhBJXA,Isabella Wilson,41,FEMALE,UNITED STATES,2508,50772
CUST_Odq-hv3qxW,Diego Alves,52,MALE,BRAZIL,2111,6812
CUST_5Zl8qVj-It,Jade Moreau,45,FEMALE,FRANCE,6696,302984
CUST_mDrJ2ylRhd,Lina Schneider,60,FEMALE,GERMANY,1300,16917
CUST_lzmQRMwgo6,Santiago Flores,57,MALE,MEXICO,1712,26381
CUST_b51vDTmO4X,Martina Russo,49,FEMALE,ITALY,1821,23705
CUST__-M8JyOi3l,Maximiliano Sepúlveda,55,MALE,CHILE,1019,49088
CUST_wHbDFqBQbo,Matthew Moore,45,MALE,UNITED STATES,1120,15607
CUST_j0V@nHLOgs,Léa Durand,52,FEMALE,FRANCE,2045,23385
CUST_mRfixV5TFu,David Miller,59,MALE,UNITED STATES,3594,136179
CUST_aR-sPRqVti,Miguel Flores,53,MALE,MEXICO,5476,268148
CUST_70cSsNnBK1,Arthur Robert,39,MALE,FRANCE,1011,13702
CUST_6BEG9wTbsm,Miguel Pérez,47,MALE,MEXICO,1124,24596
CUST_v3B3a1fxDl,Finn van Dijk,48,MALE,NETHERLANDS,767,2649
CUST_i61vcDkL1z,Lina Thomas,24,FEMALE,FRANCE,735,2735
CUST_YzjMY3r632,Arthur Smith,38,MALE,UNITED KINGDOM,765,8838
CUST_MMv72e4Ul_,Luis Rojas,43,MALE,PERU,4956,70376
CUST_ADqD9neDLJ,Ava Taylor,43,FEMALE,UNITED STATES,1105,19369
