ID,FIRST_NAME,LAST_NAME,AGE,GENDER,COUNTRY,CUSTOMER_SINCE,CREDIT_LIMIT,CUSTOMER_LIFETIME_VALUE
CUST_EaIGSFvkZ3,Matilde,Pereira,30,Female,Portugal,2017-09-26,1059,11345
CUST_Ot1nABTkg1,Alessandro,Greco,53,Female,Italy,2022-11-16,645,7222
CUST_Zx50qF1LQG,James,Davis,41,Female,United States,2017-11-11,350,16256
CUST_OnPlJRGr4b,Harry,Roberts,36,Male,United Kingdom,2021-09-19,2508,95145
CUST_bre1QSad3j,Florencia,Rodríguez,41,Male,Chile,2022-03-17,3259,152346
CUST_cIFZ1DpKaV,Alice,Rodrigues,45,Male,Brazil,2020-01-01,1265,52584
CUST_WU8s7Qs0lC,Arthur,Alves,42,Female,Brazil,2016-12-20,1784,36402
CUST_UUPn9YXyEt,Luis,González,27,Female,Mexico,2018-03-23,631,4123
CUST_Z1ohtHLdLX,Sofía,Ramírez,55,Male,Mexico,2017-05-07,2038,64529
CUST_pHgMrmtsOB,Martim,Martins,58,Female,Portugal,2021-10-03,2789,49989
CUST_9xGNmOSbJr,Sofía,López,53,Male,Colombia,2024-11-12,1117,24080
CUST_hFGxKx226D,Isabella,Smith,37,Male,United States,2017-10-01,8278,178648
CUST_2CDBDlObo3,Juan,Pérez,45,Male,Colombia,2019-12-02,851,39876
CUST_xUX8kUmAvX,Arthur,Pereira,47,Female,Brazil,2020-06-22,2334,9123
CUST_sU1MPvz8aw,Lucía,González,52,Female,Mexico,2015-08-19,3880,39028
CUST_lkcnqUUWQw,Luis,Hernández,53,Female,Mexico,2023-01-06,1687,51611
CUST_T0rLkQo_BV,Valeria,Martínez,40,Male,Mexico,2019-04-28,1526,67519
CUST_IpYZYQr8OP,Mateo,Hernández,48,Female,Mexico,2015-03-12,500,22969
CUST__x9rsCG81q,Santiago,Fernández,51,Female,Argentina,2017-01-09,6134,172705
CUST_gK@i4hs0y3,Camila,Ramírez,60,Male,Mexico,2017-02-10,1552,3431
CUST_8eX-fD5GRh,Camila,Rodríguez,53,Male,Chile,2015-12-12,2933,54151
CUST_eRpprdglkn,Oliver,Smith,54,Female,United States,2024-11-27,3312,152293
CUST_e8bMNl3I_0,Manon,Martin,48,Male,France,2015-11-16,1027,25929
CUST_ip8ux5sP87,Isabella,Pérez,60,Female,Peru,2017-09-05,1514,55212
CUST_nNiqZ16Ig5,Noah,Garcia,51,Male,United States,2017-06-21,6009,83075
CUST_91paJtiY0X,George,Brown,39,Female,United Kingdom,2017-05-26,662,1150
CUST__6Cpkv6gYJ,Louis,Moreau,60,Male,France,2018-08-07,12273,357498
CUST_HiCVUVi177,Santiago,Pérez,53,Female,Mexico,2021-10-20,925,38694
CUST_j-BP9Yv-id,Sophia,Rodriguez,43,Female,United States,2015-12-03,625,30949
CUST_@1aeTIQVly,Lucas,Wilson,43,Female,Canada,2022-06-06,2037,86385
CUST_17TQXJNY-t,Lucía,García,50,Female,Mexico,2022-08-10,13194,368412
CUST_eNqPTgNSc3,Camila,Ramírez,51,Male,Mexico,2019-10-01,324,9925
CUST_hatMzh1EI0,Paula,Sánchez,49,Female,Spain,2024-08-19,1593,65785
CUST_9LJ4GEriIv,Leonardo,Esposito,50,Female,Italy,2016-05-12,2776,4110
CUST_TzgKQ4Q62A,Valeria,López,62,Male,Mexico,2022-11-22,1864,88738
CUST_paNBJGXYJM,Santiago,Pérez,57,Female,Argentina,2020-05-15,2550,68328
CUST_eiplmR2F@t,Giulia,Esposito,49,Female,Italy,2017-04-01,947,45102
CUST_wLFnPTBknn,Oliver,Williams,55,Male,United States,2016-02-03,1054,40414
CUST_BWPYyh2yZu,Inès,Dubois,38,Male,France,2022-02-11,1582,12719
CUST_q4Um0Z-WNO,Ava,Davis,51,Male,United States,2018-06-13,654,5677
CUST_MSPILSuWdK,Matías,Martínez,63,Female,Chile,2015-09-26,1737,31276
CUST_O14wCa0yYV,Santiago,Torres,45,Female,Mexico,2018-10-23,1274,17285
CUST_EIG1HAn@7N,Valeria,Hernández,39,Female,Mexico,2024-10-08,1184,26338
CUST_O1gh7vRD0-,Sofía,Hernández,41,Female,Spain,2018-05-28,2413,73339
CUST_OsqSMguYei,Camila,Rodríguez,37,Female,Colombia,2019-09-23,351,7761
CUST_yut4nMfDWw,Paul,Bauer,40,Male,Germany,2015-07-19,1471,4844
CUST_2bn9LVH2th,Jackson,Tremblay,44,Female,Canada,2021-06-03,14554,710144
CUST_pMmaRpKDlQ,Giorgia,Greco,34,Male,Italy,2016-12-25,680,14650
CUST_my8gCOcVcD,Anna,de Boer,47,Female,Netherlands,2020-04-19,5750,245112
CUST_pJYqOmhQgm,Paula,Ruiz,55,Male,Spain,2020-01-20,1899,7901
CUST_cXxNMMWFH@,Giorgia,Romano,39,Female,Italy,2023-03-14,1051,42669
CUST_AK@oS3Q3Xg,José,Torres,61,Male,Peru,2023-06-21,551,5005
CUST_lEtp0DcvGm,Isabella,Torres,52,Female,Argentina,2019-12-15,2050,69968
CUST_xx7sz1N2-X,Levi,Visser,56,Non-Binary,Netherlands,2018-10-21,6688,222439
CUST_J_VW28SAhj,Sofía,López,41,Male,Chile,2019-04-07,1274,58012
CUST_mR1VcL1CF1,Manon,Richard,55,Female,France,2019-06-20,1681,27524
CUST_eSv-fKxSZA,Manon,Martin,37,Male,France,2019-05-25,4489,26456
CUST_VJBH9sDUXS,James,Rodriguez,55,Male,United States,2024-12-13,2457,106378
CUST_OtGJU_tygR,Oliver,Miller,49,Male,United States,2018-07-22,439,7425
CUST_9oYEJm11rC,Isabella,Romero,52,Non-Binary,Argentina,2021-09-18,1976,23733
CUST_oR5JVnbvXq,Chloé,Moreau,36,Male,France,2017-01-19,7052,173249
CUST_v15rGq@F1M,Camila,López,39,Male,Colombia,2018-12-24,1749,13526
CUST_kWn82pIGeb,Lorenzo,Ferrari,52,Female,Italy,2021-08-13,153,2326
CUST_@FK2CfWARo,Lukas,Müller,38,Female,Germany,2023-09-08,2564,50181
CUST_pTaGyOROFF,Noah,Brown,51,Male,United States,2020-08-02,1512,21507
CUST__upt@2UvMj,Ava,Brown,35,Male,United Kingdom,2019-03-11,349,7953
CUST_7ouHpfdQY9,Elijah,Miller,55,Female,United States,2015-11-30,399,7797
CUST_jvouQV1MXK,George,Jones,36,Male,United Kingdom,2021-06-24,4349,168925
CUST_6aDq_dDI4l,Manon,Richard,52,Female,France,2022-04-25,935,42974
CUST_fGrh6xX6oI,Lucía,Gómez,53,Male,Spain,2022-03-31,799,4391
CUST_yEqlhWLJQ7,Valeria,González,41,Male,Mexico,2018-03-15,1751,72235
CUST_bYJ-ErAPsT,Heitor,Santos,52,Male,Brazil,2025-01-06,1013,47229
CUST_rIlHX-_Lck,Alice,Silva,49,Female,Brazil,2024-06-16,1978,68216
CUST_Eg1akhgdHh,Lucas,Martínez,42,Male,Spain,2018-02-03,1507,75083
CUST_YWhFft03Vx,Paul,Becker,38,Female,Germany,2016-05-10,614,10490
CUST_nR5WSgTgAU,Chloé,Bernard,29,Non-Binary,France,2021-02-27,1141,47466
CUST_5wItEx48gj,María,López,50,Male,Mexico,2020-02-08,2693,91153
CUST_fitkExsxc5,Sofía,González,33,Male,Chile,2017-08-08,1878,31005
CUST_VZl1SL6MtV,Rodrigo,Oliveira,48,Male,Portugal,2018-01-28,1680,59441
CUST_tjh@qwT4s@,María,Torres,45,Male,Mexico,2016-01-14,10339,265984
CUST_z6FSQqeEyG,Mateo,García,53,Male,Spain,2017-12-24,3491,34401
CUST_ePr7gZc0iU,Helena,Gomes,44,Male,Brazil,2017-03-26,3894,35463
CUST_iKrNzjF-Y3,Luca,González,44,Male,Argentina,2020-08-09,1557,55761
CUST_IUt1xR_LZV,Lukas,Schmidt,54,Male,Germany,2020-01-01,2204,78772
CUST_ZlNOBFYD@T,Amelia,Brown,50,Female,United Kingdom,2021-05-15,1227,32851
CUST_tYs60GhzvI,Arthur,Pereira,50,Male,Brazil,2015-08-15,3640,92165
CUST_xLo9YoP1lw,Isabella,Guzmán,51,Male,Peru,2023-10-21,1637,15407
CUST_f6azEibPMI,Heitor,Ferreira,33,Male,Brazil,2023-04-03,2209,48045
CUST_cBl0FWJztC,Francesco,Ferrari,54,Male,Italy,2023-05-30,2089,91152
CUST_czel6@vgLD,James,Davis,53,Female,United States,2024-05-16,1779,76157
CUST_JiTID0U9_u,Valeria,González,38,Male,Mexico,2017-04-30,25447,845234
CUST_XQrTqpdokX,Gabriel,Martin,45,Male,France,2017-06-24,992,49470
CUST_rXv6diNidv,María,Guzmán,47,Female,Peru,2021-11-07,984,43997
CUST_GEKZ6D0QuE,Louis,Robert,46,Female,France,2018-11-18,3377,25965
CUST_ZmrHZKi59a,Miguel,Ferreira,50,Female,Brazil,2019-06-30,1058,21432
CUST_cMqpn2kXQx,Santiago,Torres,60,Male,Peru,2022-10-30,1391,9780
CUST_BaQ2368E0M,Louis,Martin,57,Female,France,2016-12-22,680,16029
CUST_W5-ADhILQ_,Sofia,Pereira,35,Non-Binary,Brazil,2024-09-14,2814,109552
CUST_kZU8eCRyn-,Jules,Laurent,53,Male,France,2017-07-30,2846,23370
CUST_fe@-OH5Y18,Charlotte,Smith,59,Female,Canada,2021-03-10,1361,59994
CUST_8C7a8cMUE9,Martina,Sánchez,50,Male,Spain,2021-11-27,3440,98619
CUST_kE2CCbrQ3c,Benjamín,Rodríguez,57,Male,Argentina,2023-06-09,340,12775
CUST_nJNuHS@qu7,Julia,Smit,65,Female,Netherlands,2018-08-06,957,2618
CUST_R9zeMk03ip,Antonia,Contreras,56,Male,Chile,2019-02-09,1552,7985
CUST_2Wq4@-Uwg8,Oliver,Johnson,49,Male,United Kingdom,2021-04-30,630,19677
CUST_2Z2AqNb1FY,James,Miller,56,Female,United States,2019-05-31,375,15746
CUST_XmlLhq0EN9,Luca,Sánchez,48,Female,Argentina,2018-11-05,1370,59946
CUST_N8EbCYV-dX,Rodrigo,Pereira,47,Male,Portugal,2016-09-28,3377,116757
CUST_C868rYgmXN,Camila,González,44,Male,Mexico,2020-09-07,5732,59879
CUST_JM4vQ@chbo,George,Evans,61,Male,United Kingdom,2024-10-24,1105,11220
CUST_aBmF78G@7T,Camila,Ramírez,40,Female,Colombia,2017-08-08,3498,154358
CUST_rw02ODInaj,Noah,Roberts,61,Female,United Kingdom,2018-09-26,3206,19573
CUST_NKv5STOB2J,Francesco,Romano,51,Non-Binary,Italy,2023-09-09,5414,186569
CUST_vyffZaJGg_,Emma,Becker,34,Female,Germany,2021-01-07,1319,35492
CUST_G9dZaPw7io,Léa,Durand,50,Male,France,2021-03-05,358,7647
CUST_@T_gci8rbU,James,Miller,28,Female,United States,2023-07-02,1926,42943
CUST_l0hd0gTle0,Levi,van den Berg,53,Female,Netherlands,2020-02-24,726,34331
CUST__68YRK0uV-,Luis,Pérez,55,Female,Mexico,2023-09-01,943,40682
CUST_cxeAYdtojo,Rodrigo,Rodrigues,42,Male,Portugal,2015-10-07,1379,59734
CUST_lcsemC7lVT,Heitor,Silva,48,Female,Brazil,2015-07-22,1333,27497
CUST_6-ZBy0VACc,Diego,Pérez,65,Female,Mexico,2021-04-10,2054,11904
CUST_YGGys1xQI6,Raphaël,Bernard,42,Female,France,2023-12-27,3404,169836
CUST_VSDFjhj1LG,Liam,Martin,37,Male,Canada,2017-08-24,1299,9995
CUST_Rtz5-m6Yi3,Anna,Schmidt,60,Female,Germany,2021-03-24,2582,67187
CUST_zz7t0zU9mq,Santiago,Sánchez,65,Male,Mexico,2017-08-30,1832,24913
CUST_CqG7Mn4S7k,Jules,Richard,47,Female,France,2024-02-12,4196,108180
CUST_suJXG1HQrK,Alice,Greco,56,Female,Italy,2018-10-04,1526,23797
CUST_o5tqKtJQiY,Leonor,Jesus,59,Female,Portugal,2024-12-23,1684,75605
CUST_1w_IG5Zn2c,Lucía,García,40,Male,Mexico,2020-10-19,1291,62527
CUST_aVh@htAqUf,Mateo,Pérez,43,Female,Spain,2022-07-25,1562,32487
CUST_pKevQuQK@l,Martina,Fernández,58,Male,Argentina,2023-12-02,893,3549
CUST_ZzVSuhDfcZ,Benjamin,White,62,Male,Canada,2020-06-29,817,27235
CUST_KaN6LYy7Rn,Sophia,Johnson,52,Male,United States,2015-12-06,3634,69566
CUST_@ophzBFw1Q,Raphaël,Robert,39,Female,France,2024-10-18,682,33626
CUST_-o2wZ0rAlX,Juan,González,65,Male,Colombia,2019-09-15,1357,6682
CUST__QcG9Z9@IU,Alice,Rodrigues,42,Male,Brazil,2023-05-29,4509,28843
CUST_GE1NfX5f2D,Sebastián,Ramírez,44,Female,Mexico,2025-02-06,1316,46220
CUST_O-e2bkXDpe,Heitor,Lima,50,Female,Brazil,2020-01-02,3812,145059
CUST_7JpCprc1HO,Finn,de Jong,61,Male,Netherlands,2022-11-13,1062,25296
CUST_Yaf6OTnePM,Sofía,Torres,55,Male,Peru,2022-07-30,702,9986
CUST_ZIi0PiDBT1,Miguel,Oliveira,51,Male,Brazil,2022-09-26,430,6809
CUST_43WVQAVMxH,Valentina,Rodríguez,51,Female,Colombia,2024-01-23,5893,101534
CUST_IG@KzEP_qb,Leon,Müller,47,Female,Germany,2020-07-14,650,7573
CUST_cJ1TJwdAyZ,Lucas,Sánchez,52,Female,Spain,2019-11-28,3542,150913
CUST_i61vcDkL1z,Jules,Dubois,24,Female,France,2018-10-28,735,2735
CUST_@TqYCMBSo8,Emma,Schneider,44,Female,Germany,2024-09-28,5917,122247
CUST_szolEKTWsZ,Tess,Jansen,49,Male,Netherlands,2020-08-11,13175,494146
CUST_hlXgkjEe61,George,Roberts,37,Female,United Kingdom,2021-07-08,396,273
CUST_AcVrS67L6B,Miguel,Gomes,50,Female,Brazil,2016-12-09,681,29939
CUST_GGIHZpEybe,Elijah,Davis,45,Male,United States,2023-08-14,3626,128583
CUST_VqBXYmyNhA,Giulia,Greco,63,Male,Italy,2016-10-03,2869,11855
CUST_K5HetxR0Kl,Theo,Silva,61,Male,Brazil,2017-05-01,3638,162991
CUST_4ng@rVnA4E,Thiago,Gómez,43,Female,Argentina,2020-09-09,1079,26567
CUST_gl30mCTPO5,Jules,Dubois,46,Male,France,2024-02-26,10816,354612
CUST_aeI3_uxSZH,Valentina,Alves,46,Female,Brazil,2023-05-06,2011,88807
CUST_metlBw2kI0,Isabella,Martínez,43,Female,Colombia,2024-11-01,605,26691
CUST_wu@39K1vCY,Anna,de Boer,49,Female,Netherlands,2020-10-15,1440,29855
CUST_s8jHBiy_Ur,Heitor,Santos,40,Female,Brazil,2024-06-28,612,7507
CUST_Ywa2YPqK7M,Noah,Jones,37,Female,United States,2015-11-10,7569,100231
CUST_-yX@7vwoEP,Santiago,Huaman,53,Male,Peru,2018-01-06,998,38337
CUST_w@21Yc6Y12,Gabriel,Martin,53,Male,France,2016-02-19,2816,130963
CUST_BpBcY4wfoL,Amelia,Wilson,40,Male,Canada,2018-12-10,1184,4825
CUST_U4LpSIS@3E,Oskar,Müller,55,Male,Germany,2022-06-09,1039,1292
CUST_FI25rdJm8r,Anna,Schneider,41,Male,Germany,2018-06-09,324,13360
CUST_vxpTyU7_ps,Valeria,Hernández,49,Male,Mexico,2018-08-09,3098,60835
CUST_bTQYKVIq37,Arthur,Martin,54,Female,France,2018-02-03,5821,82566
CUST_w-c430cd@n,Helena,Gomes,47,Female,Brazil,2020-03-15,793,7791
CUST_3MA3eY1P4L,María,Ruiz,51,Male,Spain,2020-10-02,450,7943
CUST_RsJAswB2dX,Léa,Richard,42,Male,France,2017-11-19,3726,181038
CUST_mK7g_8AoiW,Sofía,Salazar,45,Male,Peru,2015-08-26,411,20084
CUST_kYhhK1gd-b,Giorgia,Esposito,45,Female,Italy,2019-05-09,5419,91635
CUST_OVVx05a7D-,Tess,Bakker,40,Male,Netherlands,2016-03-03,801,38610
CUST_uRlAwoq7GS,Amelia,Williams,45,Female,United Kingdom,2019-07-01,670,10280
CUST_kGhwZkoJlK,Sofía,García,33,Non-Binary,Mexico,2022-03-29,2261,96764
CUST_IBWADvowxY,Diego,García,43,Female,Mexico,2018-03-10,710,7806
CUST_N7xyzGCGMJ,Jackson,Taylor,44,Female,Canada,2018-03-11,957,39630
CUST_@0gQOAGW8g,Lucía,Martín,45,Male,Spain,2023-07-04,2486,44772
CUST_WHYvhC0Itp,Alice,Silva,45,Female,Brazil,2016-04-03,203,2068
CUST_bfPjz8Ffr@,Beatriz,Martins,46,Female,Portugal,2020-01-09,7928,370805
CUST_QiEsomP@JV,Liam,Rodriguez,51,Female,United States,2022-06-26,1880,20872
CUST_x9j3kojzut,Isla,Evans,55,Female,United Kingdom,2024-06-04,565,28022
CUST_Olc6NR-bh_,Inès,Petit,41,Female,France,2020-07-28,724,4253
CUST_5rqPaDife1,Emma,Laurent,36,Female,France,2022-08-07,4414,4396
CUST_XBvt8KadRF,Louis,Richard,38,Female,France,2016-11-02,3106,135435
CUST_kGtO7ruYv5,Oliver,Brown,43,Male,United States,2019-11-16,6299,186053
CUST_6_FQv_ajiz,Miguel,Rodrigues,44,Male,Portugal,2015-06-27,978,20900
CUST_LmLIAzW4Id,Leonor,Pereira,40,Male,Portugal,2024-07-22,2361,10760
CUST_YPIGW5MOvE,Jules,Laurent,35,Male,France,2022-11-29,2654,76852
CUST_lmU7380287,Davi,Rodrigues,43,Female,Brazil,2017-05-15,3380,67564
CUST_BNkTZebr7F,Davi,Rodrigues,49,Female,Brazil,2015-05-06,4987,121879
CUST_4Fex44x7s1,Ava,Johnson,52,Female,United States,2017-12-27,948,30056
CUST_FIT4JN6l9z,Mia,Taylor,42,Female,United Kingdom,2019-10-01,1631,52480
CUST_MfU_4cGkq7,Lukas,Schneider,43,Male,Germany,2020-02-27,1044,50164
CUST_5Tn6fL@UT@,Lukas,Becker,39,Female,Germany,2018-11-17,1724,56763
CUST_uMl7flwUV4,Louis,Thomas,47,Female,France,2018-08-16,3390,58649
CUST_v0wvyBIk@J,Sofía,Salazar,39,Male,Peru,2022-09-02,408,6861
CUST_BVEmofhMTT,James,Rodriguez,52,Female,United States,2015-10-06,4907,118354
CUST_VMkxQc4qId,Jules,Thomas,31,Male,France,2017-03-09,649,8656
CUST_MNEwXIBtEJ,Sofía,García,44,Female,Spain,2022-03-09,1371,26232
CUST__BcEIl7eZF,João,Silva,50,Male,Portugal,2015-04-21,5539,233660
CUST_uxYVmtDDuE,Camila,Romero,49,Female,Argentina,2015-09-23,2429,104588
CUST_ATq5YbrIqr,Léa,Dubois,71,Female,France,2017-03-05,2454,77487
CUST_-1OoCtp5I-,María,Ramírez,50,Male,Colombia,2022-12-13,625,18344
CUST_9qAWXk_@9i,Miguel,Rodrigues,38,Female,Portugal,2022-03-26,706,15279
CUST_lBxK4X8_Fk,Sophie,van den Berg,46,Female,Netherlands,2019-05-01,4218,134879
CUST_07N9qxtqvz,Noah,Smith,31,Male,United States,2017-07-05,1064,42985
CUST_GHdcvdafth,Léa,Martin,46,Female,France,2015-08-29,1158,42873
CUST__sJOcJZY1y,Alejandro,Ramírez,40,Male,Colombia,2024-08-22,4305,9709
CUST_wh1cmxvNUW,Ava,Wilson,55,Female,Canada,2020-12-02,703,25794
CUST_fXJJV2NHTN,Paul,Becker,42,Female,Germany,2018-07-18,2304,83261
CUST_MiJ2kikpRV,Sofía,Ramírez,46,Female,Mexico,2019-03-16,1879,10147
CUST_XFMa7wKgix,Mia,Wilson,41,Male,United Kingdom,2019-02-02,1804,14319
CUST_QKdXB8UdBb,Sophia,Meyer,63,Male,Germany,2023-12-26,1134,44795
CUST_87AF9m3VZU,Sophia,Weber,44,Female,Germany,2021-03-03,1073,30226
CUST_k3nx5wlOxz,Benjamín,Pérez,63,Male,Chile,2024-02-20,685,28202
CUST_OrQ0cpf7NX,Santiago,López,54,Female,Mexico,2022-02-26,2792,26928
CUST_Igr_qIXauo,Amelia,Roy,51,Female,Canada,2021-11-01,991,1997
CUST_xkDEPKijmU,Sofía,Gonzales,50,Female,Peru,2017-12-08,4324,36824
CUST_JKNFXsX_Zw,Noah,Wilson,51,Male,United Kingdom,2019-04-03,1477,33827
CUST_J5opdAS9GF,Louis,Dubois,30,Female,France,2021-08-01,697,18403
CUST_6@P9BuPDXD,Elijah,Miller,44,Male,United States,2023-04-26,1460,62716
CUST_ffU_VKbm5G,Martina,Jiménez,55,Female,Spain,2016-05-18,1249,44904
CUST_ZRdzmwAk_E,Rodrigo,Ferreira,47,Male,Portugal,2015-08-25,4484,222067
CUST_Cb@FzSvw8H,Tomás,López,34,Female,Chile,2018-07-29,1297,5702
CUST_2F29sCQeuu,Arthur,Wilson,47,Female,United Kingdom,2016-04-15,1410,9794
CUST__bRfuUK_H4,Sophia,Schulz,62,Male,Germany,2016-05-22,6441,30116
CUST_QyCsEO2v-g,Laura,Pereira,58,Female,Brazil,2020-12-31,2857,77578
CUST_gg7JWU1sla,Lucas,Gómez,46,Male,Spain,2015-02-21,8074,110691
CUST_RL1RrgEqNc,Valentina,Gomes,56,Female,Brazil,2023-09-12,5615,192818
CUST_BFgAjV8GVe,Sophie,Meijer,44,Female,Netherlands,2022-11-02,814,5754
CUST_SBh2eNIrc3,Luis,Flores,32,Male,Mexico,2020-09-22,4407,24714
CUST_25cvXiyk2Y,Emma,Müller,39,Female,Germany,2016-06-11,7135,166090
CUST_-CT5mwpi7J,Davi,Ferreira,61,Male,Brazil,2021-09-17,7183,137245
CUST_A3qm9-28wG,Manon,Laurent,45,Male,France,2023-01-27,4400,182792
CUST_ObnAbDDzr-,Paula,Hernández,45,Female,Spain,2022-02-09,4319,181221
CUST_wtUlCAJpIV,Sofía,Sánchez,44,Male,Mexico,2021-03-20,1377,8693
CUST_7JxnLiYuR9,Paula,Sánchez,64,Male,Spain,2018-04-21,851,34644
CUST_RdHzK_67OE,Olivia,Smith,62,Female,United Kingdom,2016-07-11,1317,37437
CUST_daUw0Mqfgt,Sophia,Meyer,67,Female,Germany,2024-08-03,404,10272
CUST_dUO_n5CuCF,María,Torres,46,Female,Mexico,2017-05-24,6054,31425
CUST_ucdtaCfU6O,María,Huaman,50,Female,Peru,2023-01-15,1401,51994
CUST_AIiSxAwvk5,Olivia,Miller,33,Female,United States,2017-04-25,5780,19952
CUST_fND5EavxPs,Paula,Jiménez,60,Female,Spain,2016-06-26,597,8505
CUST_pThZoz@yhi,Lukas,Fischer,36,Male,Germany,2018-09-11,4790,25022
CUST_XvoBKRGClt,Martín,Ruiz,49,Female,Spain,2018-12-31,1158,31003
CUST_gQ-@3GakJp,Jules,Laurent,37,Male,France,2021-05-21,569,18458
CUST_tJzfY_SE4D,Ava,Rodriguez,42,Male,United States,2022-03-28,7820,348751
CUST_P2Wk7YNh3o,Matilde,Martins,39,Female,Portugal,2022-02-19,4898,180377
CUST_Uh_1ICzZ9G,Ava,Smith,42,Male,United States,2015-06-29,2188,105187
CUST_SipfVBDk_E,Valentina,Ferreira,42,Female,Brazil,2015-02-19,1864,71143
CUST_@dqRnJGwgU,Anna,Schulz,42,Female,Germany,2019-11-07,2685,40959
CUST_1bJ-meRkjo,Aurora,Russo,55,Non-Binary,Italy,2016-08-23,2154,59462
CUST_kIx371oA3R,María,Pérez,37,Female,Mexico,2020-06-21,886,20527
CUST_Bx-DqQ31pF,Louis,Robert,49,Male,France,2017-06-14,1248,35587
CUST_l12fyEppEl,Chloé,Martin,58,Male,France,2024-09-08,10558,304265
CUST_AVX8X9nNVi,Sebastián,Martínez,42,Male,Mexico,2017-02-21,20029,706102
CUST_TL6wGKNyx5,Liam,Sánchez,41,Female,Spain,2016-07-24,7379,34022
CUST_Vtj9Ng1GGr,Jules,Laurent,45,Male,France,2024-03-23,2781,104187
CUST_TXA8Zd3k71,Chloé,Moreau,58,Female,France,2022-04-16,1334,10159
CUST_EGvAK9V1rN,Sofia,Alves,49,Male,Brazil,2017-02-15,882,1585
CUST_ydQfOeVdAl,Aurora,Rossi,42,Male,Italy,2024-10-31,935,24484
CUST_lXOtNL3cnU,Liam,Brown,51,Female,United States,2021-08-09,1099,32182
CUST_56idqNzkAO,Martina,Ruiz,37,Female,Spain,2015-08-06,12532,27885
CUST_fyjikLHbw3,Sophie,Janssen,53,Male,Netherlands,2024-05-18,9188,238988
CUST_HXeVf2BAhf,James,Johnson,51,Female,United States,2023-06-20,3539,95416
CUST_wcbOIufINv,Liam,Davis,44,Female,United States,2024-10-12,762,2361
CUST_mAmzeIuAkc,María,Ramírez,39,Male,Mexico,2024-05-13,4039,144287
CUST_DCt2n9ofVy,Juan,González,39,Male,Colombia,2021-11-24,1459,15917
CUST_dnhpB6@dDm,Martín,Jiménez,52,Female,Spain,2020-11-01,260,10355
CUST_EJr4BnJVnu,Matías,Silva,58,Female,Chile,2023-09-26,2341,37188
CUST_inVT-6pum@,Hannah,Becker,41,Female,Germany,2022-04-15,847,20460
CUST_bWhpLa-I3@,Tomás,Rodrigues,51,Male,Portugal,2019-11-21,874,39021
CUST_Op-nSFRoWd,Mia,Schneider,28,Male,Germany,2015-10-25,1443,58306
CUST_pN6Gi9pM9a,Benjamín,Soto,42,Female,Chile,2017-04-21,1155,45279
CUST_RMJi@pmQ4@,Lucía,González,47,Female,Mexico,2021-01-14,1753,14798
CUST_DvqYeaimfk,Davi,Souza,39,Female,Brazil,2016-09-16,1679,4841
CUST_gu8ksxflYq,Camila,Flores,39,Female,Mexico,2020-07-12,334,10182
CUST_tMcAJTu_gA,Helena,Ferreira,41,Female,Brazil,2022-10-29,7103,147950
CUST_iKIaOq3l9G,Helena,Oliveira,50,Male,Brazil,2025-02-17,746,33942
CUST_imyGcVZuxz,Ben,Müller,45,Female,Germany,2025-01-03,767,13656
CUST_f_8g5Nn6xn,Sofia,Alves,27,Female,Brazil,2018-11-18,1345,28006
CUST_m-cnIDWWWo,Inès,Durand,28,Female,France,2023-06-07,1640,43521
CUST_Mg6XC0pz7m,Oliver,Jones,42,Female,United States,2025-02-01,6722,268355
CUST_rEYZ-J3m-o,Mia,Schmidt,51,Male,Germany,2018-02-02,2304,31751
CUST_lwkkAnt@3N,Giulia,Esposito,22,Male,Italy,2016-07-10,3010,141832
CUST_hCmo5xocVy,Sebastián,Flores,43,Female,Mexico,2015-04-05,2315,63028
CUST_kY6Y95pcqL,Theo,Silva,42,Male,Brazil,2018-01-11,2227,93820
CUST_NNPhkfXCVP,Camila,García,59,Male,Mexico,2021-06-08,2389,63352
CUST_RxhN7SE3rp,Alejandro,Martínez,44,Male,Colombia,2021-04-03,318,12311
CUST_KLvc@zd-@c,Diego,García,50,Non-Binary,Mexico,2022-06-12,1444,4397
CUST_HhKQnh8XKV,Paul,Müller,48,Male,Germany,2024-10-15,5146,206154
CUST_aM-5_-7g6o,Samuel,Ramírez,28,Female,Colombia,2016-12-05,62824,1660815
CUST_t6JTeMgc6S,Sofía,López,54,Non-Binary,Mexico,2017-03-02,612,13921
CUST_2SfBKLtcp8,Emma,Bauer,49,Female,Germany,2025-01-11,2646,15941
CUST_NRGyi4SaUo,Liam,Martinez,52,Female,United States,2021-05-09,1081,40221
CUST_48@lHNCqUZ,Davi,Rodrigues,82,Female,Brazil,2022-06-11,11417,79835
CUST_7LInK793Dh,Laura,Oliveira,28,Male,Brazil,2020-05-02,535,5361
CUST_xtgaJ4vWxY,Emma,Weber,63,Female,Germany,2024-09-26,3173,21443
CUST_Tq2irfxclE,Matías,Soto,44,Male,Chile,2023-12-05,510,421
CUST_Y_Jhp32s@f,Diego,Ramírez,50,Male,Mexico,2017-12-25,1357,45140
CUST_3DEfddl-CE,Mia,Schneider,47,Male,Germany,2015-01-16,1753,24379
CUST_wqhwtCeXIJ,Mateo,Pérez,43,Male,Mexico,2016-10-21,4735,37401
CUST_ezRSA2Wr8m,Sofía,Torres,42,Female,Mexico,2018-07-25,686,11208
