ID,FIRST_NAME,LAST_NAME,AGE,GENDER,COUNTRY,CREDIT_LIMIT,CUSTOMER_LIFETIME_VALUE
CUST_qX4fDTfKeJ,'Florencia','Pérez',42,Female,ar,"$1,073 ","'8,799'"
CUST_2D6CPZUG4S,"""Mateo""","""Sánchez""",60,Male,Colombia,"$1,007 ","'43,900'"
CUST_-eiAbUy7iN,"""Santiago""","""Silva""",46,Male,cl,"$1,030 ","'12,324'"
CUST_sbhV@mLDr2,'Michael','Miller',43,Male,United States,$835 ,"'4,868'"
CUST_Z-y_aiOhzF,'Noah',"""Taylor""",49,Male,gb,$777 ,"'35,514'"
CUST_i06pXPJ6CY,"""Lukas""",'Schmidt',51,Male,Germany,"$2,249 ","'62,011'"
CUST_J6OdO23i-E,"""Matheus""","""Lima""",44,Male,BR,"$3,743 ","'174,342'"
CUST_wWVu-8_O4h,'Mariana',"""Ferreira""",44,Female,Brazil,"$6,055 ","'290,251'"
CUST_o7ZO3AidvC,"""Pedro""",'Ferreira',46,Male,Brazil,"$3,415 ","'21,237'"
CUST_afRoLvo_mi,"""Chloé""","""Dubois""",45,Female,FR,"$1,422 ","'36,480'"
CUST_KpB72tZ2yV,'Anthony',"""Anderson""",62,Male,United States,"$2,821 ","'100,433'"
CUST_3-UVniGHzH,"""Jules""",'Petit',44,Male,fr,$234 ,"'7,898'"
CUST_MAjcOsPHXx,"""Agustina""","""Torres""",47,Female,AR,"$1,970 ","'58,236'"
CUST_06O@Ysgoc1,'Emma','Janssen',48,Non-Binary,nl,"$1,806 ","'2,916'"
CUST_N7R2kUQAG@,"""Emily""",'Smith',36,Female,United States,"$1,036 ","'43,964'"
CUST_enr9Q8yCzY,'Harry',"""Roberts""",65,Male,GB,"$1,783 ","'11,319'"
CUST_oIPCnszsBS,"""Mila""","""Smit""",36,Female,Netherlands,"$2,030 ","'14,098'"
CUST_2vbM7Y33-y,"""Lina""","""Schäfer""",39,Female,de,"$2,661 ","'66,289'"
CUST_EOV07EEDdL,"""Lukas""",'Meyer',35,Male,Germany,"$1,276 ","'48,320'"
CUST_-l2UuAVbui,'Claudia','Díaz',57,Female,es,"$1,868 ","'10,893'"
CUST_43apYZ9-hD,"""Matías""",'Contreras',40,Male,cl,"$2,281 ","'94,018'"
CUST_WDj5RxaQJc,"""Logan""","""MacDonald""",50,Male,CA,$785 ,"'30,196'"
CUST_PDnDswRGd-,"""Juan""",'Martínez',26,Male,mx,$420 ,"'9,657'"
CUST_ObdaguSClm,'Luciana','Torres',50,Female,Colombia,"$3,385 ","'96,275'"
CUST_0otdiVEad7,"""Valeria""","""Sánchez""",50,Female,MX,"$1,827 ","'22,653'"
CUST_9Bvc-Key53,'Inès',"""Moreau""",70,Female,France,"$2,732 ","'121,000'"
CUST_tIafsTcCz0,"""Carolina""",'Oliveira',42,Female,Brazil,"$1,472 ","'39,722'"
CUST_u2qcnzBjY1,'Sofía',"""Morales""",41,Female,cl,$955 ,"'14,302'"
CUST_aUNMvpX78i,'Juan','Torres',40,Male,MX,"$11,076 ","'64,760'"
CUST_3GqVMsOE6_,'Andrea','García',38,Female,MX,$243 ,"'7,310'"
CUST_79q-2UMnKW,"""Santiago""","""Torres""",38,Male,co,"$4,454 ","'72,423'"
CUST_vPgpqNJS_1,'Lucas','Laurent',70,Male,FR,$908 ,"'18,633'"
CUST_gsYgcePNVV,"""Camila""",'Santos',50,Female,BR,"$5,026 ","'220,130'"
CUST_pwwxHIAKpj,'Manon',"""Durand""",61,Female,France,$946 ,"'11,639'"
CUST_hUI_vxdAoL,"""Inès""",'Moreau',49,Female,fr,"$3,555 ","'163,693'"
CUST_JlTHR@kxyy,'Anna',"""Bakker""",47,Female,NL,"$2,462 ","'64,906'"
CUST_CTQ6f9iPC6,"""Pedro""","""Alves""",39,Male,Brazil,"$5,187 ","'2,729'"
CUST_n8gRnQmwT_,'Laura',"""Schmidt""",49,Female,de,$659 ,"'19,940'"
CUST_mZVgjQLr4A,'Hannah','Schmidt',42,Female,de,"$2,224 ","'15,733'"
CUST_J1K230Y3ZD,"""Matheus""","""Pereira""",55,Male,Brazil,"$1,094 ","'2,555'"
CUST_6kpU8@YFaw,'Chloé',"""Bernard""",47,Female,fr,$603 ,"'21,755'"
CUST_@1aeTIQVly,'Amelia',"""Brown""",43,Female,CA,"$2,037 ","'86,385'"
CUST_cdKGYh6Qfv,"""Ava""",'Davis',39,Female,United States,$929 ,"'18,212'"
CUST_0hE8QQWO16,"""Louise""","""Petit""",52,Female,France,$980 ,"'41,882'"
CUST_UxVInuYf41,'Sofía',"""Sánchez""",42,Female,Mexico,$837 ,"'3,348'"
CUST_ePwiyLDe3Q,"""James""","""Miller""",31,Male,United States,$822 ,"'23,628'"
CUST_9-5IagARHR,"""Emma""","""Dubois""",52,Female,fr,"$4,805 ","'138,742'"
CUST_3nTOvHHiaH,"""Hugo""",'Robert',63,Male,France,"$2,052 ","'91,979'"
CUST_DChe65eh8z,"""Florencia""",'Soto',61,Female,Chile,"$1,315 ","'34,337'"
CUST_yXaLI_7WMm,"""Carlos""",'Sánchez',49,Male,pe,"$1,655 ","'57,290'"
CUST_AG6Tuh7tNo,"""Isla""","""Roberts""",36,Female,GB,"$2,583 ","'11,654'"
CUST_tNv1Qlj80y,'Jonas',"""Schäfer""",44,Male,DE,"$2,369 ","'3,785'"
CUST_3p6I6pAldp,"""Lea""",'Wagner',44,Female,de,"$2,044 ","'50,741'"
CUST_mmlsfXOqrC,"""Lina""",'Becker',49,Female,DE,"$5,035 ","'136,684'"
CUST_vdNIbN4WnR,'Renata','Huamán',46,Female,Peru,"$1,582 ","'43,881'"
CUST_0CZiFTlUQY,"""Felix""",'Schäfer',46,Male,de,"$1,648 ","'47,723'"
CUST_nM_Ac8zdDO,"""Josefina""","""Díaz""",50,Female,CL,"$2,623 ","'116,192'"
CUST_JAdp4OhqMj,"""Camila""",'Sánchez',37,Female,co,$433 ,"'21,345'"
CUST_STFXC8fluA,"""Max""","""Meyer""",40,Male,de,"$2,401 ","'100,234'"
CUST_sOdVyGTyDk,'Santiago',"""García""",60,Male,ar,"$1,306 ","'52,994'"
CUST_Mx4yfeyXNI,"""Sophie""",'Schmidt',49,Non-Binary,de,$941 ,"'26,164'"
CUST_c@URMJn3AD,"""Valentina""","""Romero""",40,Female,ar,"$3,355 ","'1,895'"
CUST_C@Y8DnlMSz,"""Harper""","""Miller""",51,Female,us,"$15,569 ","'134,512'"
CUST_TcHQnNmzaG,'Daniela',"""Torres""",35,Female,MX,"$3,710 ","'12,875'"
CUST_Nhv6cRS06@,'Felix','Meyer',53,Male,de,"$1,407 ","'60,299'"
CUST_HZos23ABd3,"""Guadalupe""",'Sánchez',68,Non-Binary,Mexico,$199 ,"'7,326'"
CUST_N25h1fmf5W,'Carlos','Sánchez',40,,Mexico,"$6,733 ","'172,891'"
CUST_mhzoR2jHHF,"""Leon""",'Meyer',44,Male,de,$628 ,"'12,219'"
CUST_xA-3Wj7ovV,"""Matheus""",'Oliveira',42,Male,br,"$1,606 ","'10,542'"
CUST_WFTwSgHjZc,'Lina','Wagner',42,Female,Germany,"$3,025 ","'149,903'"
CUST_7zpc4qAGdJ,'Mila',"""de Jong""",31,Female,nl,$920 ,"'24,928'"
CUST_TtOHHywv2f,'Leon','Hoffmann',41,Male,de,"$5,753 ","'266,040'"
CUST_moS3QDlyi3,'Guadalupe',"""García""",58,Female,MX,$804 ,"'28,710'"
CUST_wkmM5CpRCd,'Sophia',"""Smith""",42,Female,US,"$1,019 ","'40,753'"
CUST_w0vP98ARhk,"""Ben""",'Wagner',51,Male,Germany,"$4,933 ","'64,632'"
CUST_123vOW2o1g,'Sophie','Jones',49,Female,GB,"$1,531 ","'5,605'"
CUST_5fBDGI0wj2,"""Harry""",'Thomas',26,Male,gb,"$5,786 ","'211,491'"
CUST_WYrRRTJCPx,"""Luis""",'López',59,Male,PE,"$5,093 ","'235,168'"
CUST_XswlEaO2Ji,'Lucía',"""Moreno""",50,Female,Spain,"$1,038 ","'5,399'"
CUST_nSFWP_dl2M,'Finn',"""Weber""",43,Male,de,$507 ,"'20,764'"
CUST_igPYO7CtYO,'Laura',"""Schäfer""",39,Female,Germany,"$1,487 ","'42,556'"
CUST_MSj@Bd8OAn,"""Afonso""",'Pereira',44,Male,Portugal,"$1,635 ","'49,347'"
CUST_p--bG2Lgoa,"""Ángel""","""Hernández""",45,Male,Mexico,"$1,679 ","'14,000'"
CUST_cjzTZWcDLm,"""Sara""","""Martínez""",42,Female,Colombia,"$1,998 ","'3,789'"
CUST_fWT2TwCEka,'Francisco',"""Rodrigues""",57,Male,PT,"$1,796 ","'86,137'"
CUST_iC0OLvWh71,"""Mariana""",'Silva',64,Female,BR,$341 ,"'13,347'"
CUST_UPuGmyrTw0,'Chloé','Moreau',51,Female,FR,"$1,633 ","'47,643'"
CUST_TXUhaaOIEP,"""Felipe""",'Pereira',38,Male,BR,"$1,494 ","'31,657'"
CUST__8n91Qf_9V,'Martín','Pérez',37,Male,ar,"$2,261 ","'38,368'"
CUST_O0Rg47jkIe,"""Daniel""",'Hernández',44,Male,Colombia,"$2,824 ","'25,570'"
CUST_P406Cn3TNX,"""Lukas""",'Schmidt',39,Male,DE,"$1,283 ","'30,329'"
CUST_O1kjg6mDhJ,"""Javier""","""Moreno""",30,Male,Spain,"$1,800 ","'78,822'"
CUST_IB7DaE1s_a,"""Isidora""","""Soto""",44,Female,Chile,"$1,336 ","'45,450'"
CUST_s7cPSKWd48,"""Pablo""",'López',52,Male,ES,"$1,572 ","'39,054'"
CUST_SCvLPiPWPg,"""Olivia""",'Wilson',47,Female,United States,"$2,089 ","'80,878'"
CUST_IYVBLThCUy,'Marco','Romano',71,Male,it,$526 ,"'5,798'"
CUST_COZmtEEbkj,'Arthur','Durand',41,Male,France,$751 ,"'20,923'"
CUST_mko5eMJy_H,"""Isabella""",'Davis',44,Female,US,"$2,076 ","'6,808'"
CUST_p9j12lbgtI,"""Noah""","""Taylor""",34,Male,United Kingdom,"$3,355 ","'3,760'"
CUST_nvQVGI5@NN,"""Emma""","""Richard""",56,Female,France,$537 ,"'17,838'"
CUST_aTwoD4CQum,"""Sophia""",'Brown',34,Female,US,$710 ,"'16,886'"
CUST_xtJ4O7duHN,"""Larissa""","""Lima""",48,Female,Brazil,"$2,716 ","'50,757'"
CUST_WAhqFLjgbq,"""Olivia""",'Wilson',56,Female,United Kingdom,"$3,382 ","'14,879'"
CUST_8HgPRDILMZ,"""Giulia""",'Ferrari',35,Female,Italy,"$5,959 ","'111,176'"
CUST_I6XEGtjyxw,"""José""",'González',40,Male,MX,"$4,981 ","'219,213'"
CUST_m-cnIDWWWo,"""Lina""",'Durand',28,Female,France,"$1,640 ","'43,521'"
CUST_9kQUN2K1bc,'Santiago',"""Díaz""",47,Male,CL,$744 ,"'17,935'"
CUST_cu9axszmWV,'Maria',"""Costa""",41,Female,br,"$5,417 ","'50,024'"
CUST_LmfmqTUw0_,'Sophia','Anderson',41,Female,US,$636 ,"'6,297'"
CUST_Nqtfn@F6oN,'Tess',"""Bakker""",44,,nl,"$1,580 ","'47,379'"
CUST_ugu6aoJNQ5,'Larissa','Santos',65,Female,BR,"$1,223 ","'20,781'"
CUST_1TFR8HmC5@,"""Santiago""","""Pérez""",33,Male,Colombia,"$1,665 ","'36,835'"
CUST_M1EMpRF0ci,"""John""",'Miller',40,Male,US,"$1,614 ","'35,156'"
CUST_-f5cDyN4p7,"""Michael""","""Wilson""",47,Male,us,"$3,424 ","'95,595'"
CUST_p1I8_z_PTY,'Jade','Bernard',59,Female,FR,"$1,334 ","'36,012'"
CUST_nu@06B_q9G,'Chloé',"""Martin""",46,Female,FR,"$2,408 ","'88,317'"
CUST_vIk8uctWWk,'Lina',"""Schäfer""",43,Female,DE,"$6,379 ","'220,004'"
CUST__JWQdF57N_,"""Max""",'Schneider',67,,DE,"$1,482 ","'1,019'"
CUST_P_YAXFNwqX,'Mia','Anderson',66,Female,US,"$5,535 ","'243,116'"
CUST_ag5FLWp9Pv,"""Sophie""",'Smit',37,Female,NL,$877 ,"'19,055'"
CUST_pIRjoCBE26,'Bruno',"""Souza""",32,Male,br,"$3,751 ","'34,640'"
CUST_ilASxFT6s9,"""Miguel""",'Flores',42,Male,Mexico,"$4,255 ","'159,734'"
CUST_kOGX7n3mSv,'Camila','González',41,Female,AR,"$2,330 ","'23,268'"
CUST_7@CaU7kC@Q,"""Laura""",'Becker',62,Female,de,"$7,165 ","'232,384'"
CUST_nAcTOHwVB_,"""Jorge""",'Pérez',23,Male,MX,$174 ,"'5,958'"
CUST_5Z3_ftbyNX,'Andrea',"""Greco""",58,Male,IT,"$2,245 ","'39,178'"
CUST_P-tfX@FdBo,"""Emma""","""Brown""",38,Female,US,"$1,206 ","'8,586'"
CUST_JXe6bzuISm,"""Max""",'Fischer',55,Male,Germany,$346 ,"'4,447'"
CUST_s@JG93Emhk,'Fernando',"""Pérez""",47,Male,Peru,$530 ,"'20,600'"
CUST_iugN_6xNn4,'Sophie',"""Meyer""",50,Female,de,"$1,121 ","'6,418'"
CUST_@PzaZRlMlg,"""Charlotte""","""Moore""",49,Female,US,"$1,182 ","'11,673'"
CUST_rFSdp9APmL,'John',"""Brown""",49,Male,United States,"$1,809 ","'76,709'"
CUST_O7Mg-KD-uQ,'Ava',"""Anderson""",53,Female,United States,"$6,528 ","'227,317'"
CUST_j4GuXRbXFR,"""Poppy""",'Davies',37,Female,GB,"$1,649 ","'18,865'"
CUST_e_cZG_t@vq,'Miguel',"""Martínez""",51,Male,MX,"$7,527 ","'152,197'"
CUST_Hww3BNx2RV,'Andrea','González',60,Female,MX,"$14,858 ","'286,445'"
CUST_n_t2d_DSgD,"""Guadalupe""","""García""",43,Female,MX,"$1,258 ","'20,483'"
CUST_mJT6Eu2i2@,'Alice',"""Ricci""",48,Female,it,"$1,596 ","'77,141'"
CUST_Nmzh0BFq7E,'Jorge','Gonzales',40,Male,Peru,"$1,799 ","'49,590'"
CUST_FoeuD@gOer,'Alice','Petit',49,Female,FR,"$1,362 ","'33,768'"
CUST_SDzLt5YHIA,'Robert','Miller',57,Male,us,"$1,619 ","'34,242'"
CUST_M1TupcuBXi,"""Jules""","""Robert""",33,Male,FR,"$1,824 ","'33,837'"
CUST_Y_fGa8ZhRQ,"""Diego""","""Gómez""",45,Male,Spain,$746 ,"'21,168'"
CUST_bl53Ids2Z6,'Emilia',"""González""",64,Female,cl,"$1,042 ","'18,509'"
CUST_oKWXvd5ON@,'Andrea',"""Torres""",57,Female,mx,"$3,874 ","'178,085'"
CUST_PWFb4KyleE,"""Tomás""",'Martins',49,Male,pt,"$8,305 ","'182,520'"
CUST_cBgfNWV1tl,"""Fernanda""","""Santos""",39,Female,Brazil,"$2,440 ","'77,712'"
CUST_0TJfG7QHMX,'Fernanda',"""Ferreira""",51,Female,BR,"$1,287 ","'18,741'"
CUST_A5WdV1wVbo,"""José""","""Martínez""",44,Male,Mexico,"$1,321 ","'51,005'"
CUST_isEYlhtE5-,'María',"""Torres""",40,Female,mx,"$1,883 ","'75,716'"
CUST_b1jBEhWYH9,'Ana','López',57,Female,Argentina,$461 ,"'20,773'"
CUST_-LwIZ-Oy5T,"""Francesca""","""Marino""",62,Female,IT,$437 ,"'1,226'"
CUST_HAEP4l_3TK,"""Liam""",'Wilson',46,Male,ca,$996 ,"'15,782'"
CUST_wPXhkztWWI,"""Sophie""",'Wagner',43,Female,de,"$1,003 ","'19,681'"
CUST_x25KsdAMEf,"""Hugo""","""Díaz""",44,Male,ES,$833 ,"'4,117'"
CUST_axyr9Bu0w9,"""Daniel""","""Miller""",49,Male,us,"$3,225 ","'97,441'"
CUST_imyGcVZuxz,'Leonie','Wagner',45,Female,DE,$767 ,"'13,656'"
CUST_fAvwx@JOy8,"""Ana""","""Ferreira""",51,Female,Brazil,$882 ,"'35,937'"
CUST_FShGXjt-an,"""Emma""",'Smith',42,Female,US,"$3,232 ","'65,060'"
CUST_LC4Gc@NfPW,'Valentina',"""Rojas""",44,Female,Chile,"$1,151 ","'3,279'"
CUST_CR_eO0uwil,"""Sofía""","""Ramírez""",58,Female,MX,$187 ,"'7,126'"
CUST_M1Nba0_mw0,"""Michael""","""Brown""",58,Male,US,"$16,911 ","'624,737'"
CUST_RLbeW6oIal,"""Finn""","""Meijer""",40,Male,nl,"$5,401 ","'135,872'"
CUST_Brh9tkW5d4,'Carlos',"""Torres""",47,Male,Mexico,"$3,524 ","'62,567'"
CUST_jbqR3WYwyC,"""Inès""",'Richard',54,Female,France,$976 ,"'23,686'"
CUST_1tnEbdMzO9,"""Jonas""",'Schäfer',50,Male,DE,"$2,663 ","'40,081'"
CUST_JTKeXG6M3W,"""Matheus""",'Oliveira',51,Male,br,$893 ,"'32,691'"
CUST_@2IkjgtVDV,"""Martina""",'Fernández',49,Female,AR,$605 ,"'9,361'"
CUST_zzaIGzic@K,"""Afonso""","""Ferreira""",34,Male,pt,$396 ,"'13,897'"
CUST_XBqaejM6xC,'Camila',"""Contreras""",40,Female,cl,"$1,745 ","'61,887'"
CUST_3s8Fb0ZGrR,"""Fernanda""","""García""",42,Female,mx,$183 ,"'2,500'"
CUST_3uvgZBTZuP,"""Robert""","""Davis""",39,Male,United States,"$1,965 ","'88,847'"
CUST_Nmw133ymIz,'Inès','Dubois',71,Female,FR,"$4,779 ","'162,586'"
CUST_gNZ@CocenK,'Emma',"""Wagner""",43,Female,DE,"$1,263 ","'52,057'"
CUST_aQAg@7DEWC,'Matthew',"""Thomas""",57,Male,United States,"$8,841 ","'383,048'"
CUST_y6eRijAqoA,'Martina',"""Ruiz""",49,Female,Spain,"$2,420 ","'44,321'"
CUST_jaxHWkxn-I,"""Mia""","""Smith""",41,Female,us,$985 ,"'25,970'"
CUST_tsUTil-54e,"""Mia""","""Williams""",46,Female,GB,"$6,270 ","'62,935'"
CUST_IUt1xR_LZV,"""Leon""",'Weber',54,Male,DE,"$2,204 ","'78,772'"
CUST_Td4tjC5eyk,'Louise',"""Robert""",68,Female,fr,"$4,059 ","'142,727'"
CUST_4usEv-Hiv7,"""Mariana""",'Ferreira',37,Female,BR,"$3,748 ","'135,729'"
CUST_NPrFSErDGf,"""Carolina""",'Silva',50,Female,br,"$2,914 ","'113,028'"
CUST_@ceKJxtOHc,"""Noah""",'Martin',65,Male,FR,"$9,629 ","'474,387'"
CUST_nR5WSgTgAU,"""Alice""",'Moreau',29,Non-Binary,fr,"$1,141 ","'47,466'"
CUST_vdrs66si_q,'Mía',"""Romero""",42,Female,Argentina,$551 ,"'6,199'"
CUST_BNdHj1DUhY,'Anna','Janssen',51,Female,nl,$339 ,"'2,625'"
CUST_zLg6XMbbPJ,"""Jorge""",'López',54,Male,PE,"$1,462 ","'12,978'"
CUST_HlLF3BK6O_,"""Oliver""",'Brown',42,Male,gb,"$3,903 ","'94,580'"
CUST_hs6FO0SeNC,"""Lucas""",'Costa',46,Male,br,$488 ,"'21,972'"
CUST_IMhfAWoG5u,"""Leon""",'Weber',49,Male,de,"$2,553 ","'98,176'"
CUST_L9_LtlPBKs,'Emma','Davis',50,,United States,"$7,189 ","'299,032'"
CUST_vDPS-8AVPP,"""Juan""","""Torres""",54,Male,MX,"$8,592 ","'240,721'"
CUST_kWn82pIGeb,"""Giorgia""","""Romano""",52,Female,it,$153 ,"'2,326'"
CUST_Xd49HjuqSH,'Lucas',"""de Vries""",44,Male,NL,"$3,688 ","'3,464'"
CUST_ylU9DT3eu-,'Isabella','Moore',42,,US,"$3,283 ","'14,845'"
CUST_VSio-LQU1a,'Carlos','Flores',35,Male,mx,"$1,798 ","'58,285'"
CUST_kgwXpStL@o,"""Anna""",'Schmidt',38,Female,DE,$628 ,"'29,566'"
CUST_eriQfQfWwo,'Chiara',"""Marino""",47,Female,Italy,"$2,119 ","'69,356'"
CUST_H1h12Fah50,"""Bruno""","""Souza""",59,Male,Brazil,"$1,053 ","'15,845'"
CUST_eh27MMDmRz,'John',"""Smith""",63,Male,us,"$2,672 ","'117,945'"
CUST_6ls3GPkSbr,'Louis',"""Petit""",53,Male,fr,"$1,836 ","'53,162'"
CUST_UWim3Lq8Vl,"""Sophie""","""Schmidt""",68,Female,DE,"$5,637 ","'67,613'"
CUST_CQm0sUDLKS,"""Benjamin""",'Smith',60,Male,CA,"$2,265 ","'98,513'"
CUST_dnhpB6@dDm,'Paula','Díaz',52,Female,Spain,$260 ,"'10,355'"
CUST_AIjfmEE@Nx,"""Lina""","""Weber""",43,Female,Germany,"$1,105 ","'9,695'"
CUST_ApPnOAfW7a,'Mia','Huamán',33,Female,pe,$934 ,"'46,150'"
CUST_hwm9pUZ9Zg,'Sophia','Smith',56,Female,United States,"$2,071 ","'53,884'"
CUST_uPMzhS4j2-,'Laura','López',42,Female,CO,$864 ,"'38,767'"
CUST_t@Dw1C@Yp0,"""Nathan""","""Petit""",44,Male,fr,$736 ,'868'
CUST_IbeW4fp2Sk,'Chloé',"""Richard""",52,Female,France,"$1,155 ","'29,577'"
CUST_lt@rDJarCC,'Claudia','Hernández',48,Female,ES,"$1,313 ","'64,550'"
CUST_ZIPwpV@oSg,'Sophia',"""Miller""",46,Female,United States,"$6,346 ","'21,171'"
CUST_mUed2q2FR2,'Carlos','González',55,Male,mx,"$1,709 ","'27,190'"
CUST_iMCijejr1c,'Olivia',"""Moore""",40,Female,United States,"$1,249 ","'58,411'"
CUST_8DwmYY2Su5,'Olivia','Williams',40,Female,United Kingdom,"$2,049 ","'60,900'"
CUST_FApaO_LEPg,"""Catalina""",'Contreras',48,Female,CL,"$1,709 ","'39,945'"
CUST_5OHQNMhqsa,'Tomás','González',57,Male,cl,"$3,694 ","'41,003'"
CUST_vkSVlAmSL_,"""Fernanda""","""López""",53,Female,mx,$405 ,"'6,826'"
CUST_bAcuqWKb_A,"""Finn""",'Wagner',49,Male,Germany,"$2,949 ","'53,712'"
CUST_WbdSD8L8TL,"""Matheus""",'Costa',61,Male,BR,$938 ,"'7,215'"
CUST_ZnRFrw3J9c,'Leonie',"""Schmidt""",47,Female,DE,"$7,634 ","'337,150'"
CUST_fSYfYXchZH,'Maria','Rodrigues',47,Female,BR,"$3,489 ","'97,738'"
CUST_F@PH@ZI8JU,'Sofía','Ramírez',65,Female,co,"$6,399 ","'216,932'"
CUST_7@lDDEqG6q,'Harry',"""Taylor""",51,Male,gb,"$1,449 ","'38,516'"
CUST_Mv5JfzCPeE,"""Santiago""",'Rodríguez',46,Male,Colombia,"$1,023 ","'48,624'"
CUST_vI5rtv_nOy,'Paulina',"""Hernández""",49,Female,MX,$283 ,"'1,101'"
CUST_h2-tKPhNEm,"""Anthony""",'Moore',45,Male,US,"$4,814 ","'193,345'"
CUST_CLcsBoDymE,"""Matheus""",'Oliveira',33,,Brazil,$652 ,"'11,826'"
CUST_-PKwn@xsuR,"""Robert""","""Wilson""",53,Male,US,"$1,855 ","'10,468'"
CUST_E82XT2fRYk,"""Jules""","""Thomas""",50,,FR,$553 ,"'11,742'"
CUST_bHtIYOxXt8,'Ana',"""Fernández""",51,Non-Binary,Argentina,$479 ,"'5,041'"
CUST_xl_eCjqWty,'Carlos','López',48,Male,mx,"$2,387 ","'60,715'"
CUST_k4dgjw0y4W,'Gabriel',"""Lima""",42,Male,BR,"$1,056 ","'6,518'"
CUST_ZZ-uWhm@4Z,"""Robert""","""Smith""",51,Male,us,$516 ,"'2,891'"
CUST_pgF7QWaedm,"""Rose""","""Petit""",56,Female,France,$588 ,"'11,979'"
CUST_GI1A6Y-5XO,'Laura','Becker',49,Female,DE,"$1,037 ","'48,341'"
CUST_W-_NKUYEpW,"""Noah""","""Martin""",65,Male,France,"$1,669 ","'75,892'"
CUST_p7iN3go@Ll,'Nicolás',"""Sánchez""",56,Non-Binary,CO,"$1,206 ","'51,418'"
CUST_pe6ZBV6mCg,'Lina',"""Müller""",42,Female,DE,$916 ,'800'
CUST_bR4DGwPdXS,"""Chloé""",'Petit',47,Female,FR,"$1,801 ","'58,280'"
CUST_yMfmkURgsD,"""Noah""",'Tremblay',38,Male,Canada,"$1,516 ","'40,626'"
CUST_DrOyyny1s8,'Laura','Hoffmann',54,Female,Germany,"$1,219 ","'42,143'"
CUST_vlnmKhdr5n,"""Michael""",'Wilson',33,Male,US,"$3,367 ","'88,115'"
CUST_Q-Wi9_GZ_j,"""Louis""",'Moreau',33,Male,France,"$4,155 ","'16,660'"
CUST_G_RIHeDqLS,'Laura','Weber',52,Female,DE,"$12,427 ","'256,984'"
CUST_jwBtGMlUgB,'Lina','Durand',64,Female,fr,"$5,647 ","'12,592'"
CUST_HL2kdu5ikr,'Lucas','Thomas',51,Male,fr,"$4,903 ","'6,007'"
CUST_Mt3c0w7Y2Y,'José','Sánchez',56,Male,MX,$563 ,"'7,915'"
CUST_k7FelZS21Y,"""Clara""",'García',45,Female,PE,"$2,919 ","'99,200'"
CUST_ATZowc1Wrl,"""Hannah""",'Fischer',49,Female,Germany,"$3,372 ","'145,344'"
CUST_@Hl4Zyc6su,"""Miguel""","""Oliveira""",36,Male,pt,"$1,249 ","'33,921'"
CUST_xqhB1ugrgX,"""Leon""","""Becker""",69,Male,DE,$474 ,"'21,150'"
CUST_cH6i@ESEtA,'Gustavo','Alves',43,Male,Brazil,"$9,614 ","'349,844'"
CUST_Tj@iRyPSRT,'Jorge',"""Rojas""",38,Male,pe,"$2,039 ","'37,605'"
CUST_peFB0UkByW,'Rafael',"""Ferreira""",32,Male,Brazil,"$1,375 ","'4,480'"
CUST_PDY55JDzNg,'Inês',"""Pereira""",46,Non-Binary,pt,"$2,502 ","'38,331'"
CUST_diUo-LbhUG,'Gabriela',"""González""",52,Female,co,$881 ,"'31,298'"
CUST_2QsTATAh0r,"""Camila""",'Alves',47,Female,Brazil,"$1,555 ","'7,840'"
CUST_rhfAfOm7nm,'Pedro',"""Oliveira""",49,Male,BR,"$3,559 ","'156,457'"
CUST_f84Jbkhd_-,"""Leonor""",'Oliveira',65,Female,pt,"$1,271 ","'42,810'"
CUST_4C02J@z32k,'Luis',"""Martínez""",54,Male,MX,"$2,977 ","'113,222'"
CUST_jPHbysbZ2r,"""Lukas""","""Schmidt""",40,Male,de,"$1,880 ","'53,705'"
CUST_UOjAS3fgWM,'Ana','Silva',38,Female,br,"$3,117 ","'89,640'"
CUST_W3C0EJwbRx,'Carolina','Fernandes',44,Female,Portugal,"$2,314 ","'48,327'"
CUST_NbvDibvauZ,'Sem','Bakker',54,Male,Netherlands,"$3,159 ","'26,336'"
CUST_6DBow_Pk3t,'Florencia',"""Sánchez""",52,Female,Argentina,"$3,644 ","'122,257'"
CUST_trQCp_e3Ai,"""Andrea""",'Bianchi',39,Male,it,"$1,961 ","'11,376'"
CUST_j8lF7YSLUG,'Max','Schmidt',49,Male,Germany,"$1,795 ","'54,235'"
CUST_NNPhkfXCVP,"""Ángel""","""González""",59,Male,MX,"$2,389 ","'63,352'"
CUST_WHpv2fUVid,'Oliver','Brown',44,Male,Canada,$849 ,"'3,726'"
CUST_aHApO0GeHo,'Martín',"""Romero""",42,Male,Argentina,"$1,462 ","'29,500'"
CUST_4kv3ZMuckr,'Matteo',"""Greco""",35,Male,IT,"$2,355 ","'82,431'"
CUST_zI93FGwSkZ,'Leonie',"""Weber""",50,Female,de,"$3,213 ","'76,687'"
CUST_f@hE_3IiNP,'Santiago','Sánchez',40,Male,MX,"$1,722 ","'58,557'"
CUST_IRozBjmAwE,'Alice',"""Laurent""",37,Female,fr,"$5,158 ","'52,549'"
CUST_SozycCEla6,'Beatriz',"""Ferreira""",41,Female,br,$966 ,"'12,157'"
CUST_YNZayy25Tv,"""Jorge""",'Hernández',49,Male,mx,"$1,714 ","'32,341'"
